[2025-05-21 03:59:07.409255] Starting Kafka producer...
[2025-05-21 04:26:26.197183] Sent record 66161
[2025-05-21 04:26:27.198241] Sent record 66163
[2025-05-21 04:26:28.199063] Sent record 66165
[2025-05-21 04:26:29.200119] Sent record 66166
[2025-05-21 04:26:30.200948] Sent record 66167
[2025-05-21 04:26:31.202030] Sent record 66168
[2025-05-21 04:26:32.202735] Sent record 66169
[2025-05-21 04:26:33.203475] Sent record 66172
[2025-05-21 04:26:34.204545] Sent record 66171
[2025-05-21 04:26:35.205283] Sent record 66170
[2025-05-21 04:26:36.206107] Sent record 66178
[2025-05-21 04:26:37.206900] Sent record 66177
[2025-05-21 04:26:38.207504] Sent record 66173
[2025-05-21 04:26:39.208508] Sent record 66175
[2025-05-21 04:26:40.209299] Sent record 66174
[2025-05-21 04:26:41.210047] Sent record 66176
[2025-05-21 04:26:42.210573] Sent record 66179
[2025-05-21 04:26:43.211366] Sent record 66180
[2025-05-21 04:26:44.212019] Sent record 66181
[2025-05-21 04:26:45.579789] Sent record 66182
[2025-05-21 04:26:46.613408] Sent record 66183
[2025-05-21 04:26:47.614237] Sent record 66184
[2025-05-21 04:26:48.614897] Sent record 66186
[2025-05-21 04:26:49.615523] Sent record 66185
[2025-05-21 04:26:50.616160] Sent record 66187
[2025-05-21 04:26:51.632267] Sent record 66188
[2025-05-21 04:26:52.633128] Sent record 66189
[2025-05-21 04:26:53.633728] Sent record 66190
[2025-05-21 04:26:54.634587] Sent record 66191
[2025-05-21 04:26:55.635261] Sent record 66192
[2025-05-21 04:26:56.635915] Sent record 66197
[2025-05-21 04:26:57.636778] Sent record 66196
[2025-05-21 04:26:58.637498] Sent record 66193
[2025-05-21 04:26:59.638364] Sent record 66194
[2025-05-21 04:27:00.639117] Sent record 66195
[2025-05-21 04:27:01.639818] Sent record 66198
[2025-05-21 04:27:02.640472] Sent record 66199
[2025-05-21 04:27:03.641174] Sent record 66200
[2025-05-21 04:27:04.641863] Sent record 66201
[2025-05-21 04:27:05.642616] Sent record 66202
[2025-05-21 04:27:06.643376] Sent record 66203
[2025-05-21 04:27:07.647681] Sent record 66204
[2025-05-21 04:27:08.648597] Sent record 66205
[2025-05-21 04:27:09.649371] Sent record 66206
[2025-05-21 04:27:10.650417] Sent record 66207
[2025-05-21 04:27:11.651242] Sent record 66210
[2025-05-21 04:27:12.652645] Sent record 66211
[2025-05-21 04:27:13.653334] Sent record 66209
[2025-05-21 04:27:14.654163] Sent record 66208
[2025-05-21 04:27:15.655100] Sent record 66215
[2025-05-21 04:27:16.655863] Sent record 66213
[2025-05-21 04:27:17.656646] Sent record 66212
[2025-05-21 04:27:18.657391] Sent record 66214
[2025-05-21 04:27:19.658165] Sent record 66216
[2025-05-21 04:27:20.658775] Sent record 66217
[2025-05-21 04:27:21.659456] Sent record 66218
[2025-05-21 04:27:22.660312] Sent record 66219
[2025-05-21 04:27:23.660941] Sent record 66221
[2025-05-21 04:27:24.661738] Sent record 66222
[2025-05-21 04:27:25.662596] Sent record 66220
[2025-05-21 04:27:26.663424] Sent record 66223
[2025-05-21 04:27:27.663930] Sent record 66224
[2025-05-21 04:27:28.664812] Sent record 66225
[2025-05-21 04:27:29.682820] Sent record 66226
[2025-05-21 04:27:30.683689] Sent record 66227
[2025-05-21 04:27:31.684510] Sent record 66228
[2025-05-21 04:27:32.685473] Sent record 66231
[2025-05-21 04:27:33.686461] Sent record 66230
[2025-05-21 04:27:34.687432] Sent record 66229
[2025-05-21 04:27:35.688052] Sent record 66232
[2025-05-21 04:27:36.688839] Sent record 66233
[2025-05-21 04:27:37.689536] Sent record 66234
[2025-05-21 04:27:38.690270] Sent record 66235
[2025-05-21 04:27:39.690982] Sent record 66236
[2025-05-21 04:27:40.691848] Sent record 66237
[2025-05-21 04:27:41.692597] Sent record 66238
[2025-05-21 04:27:42.693620] Sent record 66239
[2025-05-21 04:27:43.694798] Sent record 66243
[2025-05-21 04:27:44.695378] Sent record 66241
[2025-05-21 04:27:45.696317] Sent record 66240
[2025-05-21 04:27:46.697202] Sent record 66242
[2025-05-21 04:27:47.698112] Sent record 66244
[2025-05-21 04:27:48.698721] Sent record 66245
[2025-05-21 04:27:49.699454] Sent record 66246
[2025-05-21 04:27:50.700167] Sent record 66247
[2025-05-21 04:27:51.701087] Sent record 66248
[2025-05-21 04:27:52.701758] Sent record 66249
[2025-05-21 04:27:53.702587] Sent record 66250
[2025-05-21 04:27:54.703345] Sent record 66252
[2025-05-21 04:27:55.704153] Sent record 66251
[2025-05-21 04:27:56.704752] Sent record 66254
[2025-05-21 04:27:57.705698] Sent record 66256
[2025-05-21 04:27:58.706620] Sent record 66253
[2025-05-21 04:27:59.707500] Sent record 66255
[2025-05-21 04:28:00.708282] Sent record 66261
[2025-05-21 04:28:01.708911] Sent record 66260
[2025-05-21 04:28:02.709677] Sent record 66257
[2025-05-21 04:28:03.710292] Sent record 66258
[2025-05-21 04:28:04.711021] Sent record 66259
[2025-05-21 04:28:05.712061] Sent record 66262
[2025-05-21 04:28:06.712669] Sent record 66263
[2025-05-21 04:28:07.729134] Sent record 66264
[2025-05-21 04:28:08.730001] Sent record 66265
[2025-05-21 04:28:09.731006] Sent record 66266
[2025-05-21 04:28:10.732152] Sent record 66267
[2025-05-21 04:28:11.732795] Sent record 66268
[2025-05-21 04:28:12.733322] Sent record 66269
[2025-05-21 04:28:13.734322] Sent record 66270
[2025-05-21 04:28:14.734963] Sent record 66271
[2025-05-21 04:28:15.735755] Sent record 66272
[2025-05-21 04:28:16.736633] Sent record 66273
[2025-05-21 04:28:17.737400] Sent record 66276
[2025-05-21 04:28:18.949377] Sent record 66274
[2025-05-21 04:28:19.949985] Sent record 66275
[2025-05-21 04:28:20.950766] Sent record 66277
[2025-05-21 04:28:21.951621] Sent record 66278
[2025-05-21 04:28:22.952603] Sent record 66279
[2025-05-21 04:28:23.953246] Sent record 66280
[2025-05-21 04:28:24.954046] Sent record 66283
[2025-05-21 04:28:25.954954] Sent record 66284
[2025-05-21 04:28:26.955736] Sent record 66281
[2025-05-21 04:28:27.956674] Sent record 66282
[2025-05-21 04:28:28.957782] Sent record 66285
[2025-05-21 04:28:29.958554] Sent record 66286
[2025-05-21 04:28:30.959425] Sent record 66287
[2025-05-21 04:28:31.960228] Sent record 66288
[2025-05-21 04:28:32.960771] Sent record 66289
[2025-05-21 04:28:33.961570] Sent record 66290
[2025-05-21 04:28:34.962694] Sent record 66295
[2025-05-21 04:28:35.963243] Sent record 66294
[2025-05-21 04:28:36.964352] Sent record 66292
[2025-05-21 04:28:37.965090] Sent record 66293
[2025-05-21 04:28:38.966146] Sent record 66291
[2025-05-21 04:28:39.966879] Sent record 66296
[2025-05-21 04:28:40.967590] Sent record 66298
[2025-05-21 04:28:41.968432] Sent record 66299
[2025-05-21 04:28:42.969291] Sent record 66297
[2025-05-21 04:28:43.970245] Sent record 66300
[2025-05-21 04:28:44.971485] Sent record 66301
[2025-05-21 04:28:45.987586] Sent record 66302
[2025-05-21 04:28:46.988415] Sent record 66303
[2025-05-21 04:28:47.989292] Sent record 66304
[2025-05-21 04:28:48.990125] Sent record 66305
[2025-05-21 04:28:49.991002] Sent record 66306
[2025-05-21 04:28:50.991888] Sent record 66307
[2025-05-21 04:28:51.992770] Sent record 66308
[2025-05-21 04:28:52.993648] Sent record 66309
[2025-05-21 04:28:53.994201] Sent record 66310
[2025-05-21 04:28:54.995257] Sent record 66315
[2025-05-21 04:28:55.995801] Sent record 66314
[2025-05-21 04:28:56.996721] Sent record 66312
[2025-05-21 04:28:57.997491] Sent record 66313
[2025-05-21 04:28:58.998310] Sent record 66311
[2025-05-21 04:28:59.999081] Sent record 66316
[2025-05-21 04:29:00.999744] Sent record 66317
[2025-05-21 04:29:02.000571] Sent record 66318
[2025-05-21 04:29:03.001573] Sent record 66319
[2025-05-21 04:29:04.002205] Sent record 66320
[2025-05-21 04:29:05.003003] Sent record 66323
[2025-05-21 04:29:06.003941] Sent record 66321
[2025-05-21 04:29:07.004598] Sent record 66322
[2025-05-21 04:29:08.005308] Sent record 66325
[2025-05-21 04:29:09.006085] Sent record 66326
[2025-05-21 04:29:10.007038] Sent record 66324
[2025-05-21 04:29:11.007693] Sent record 66327
[2025-05-21 04:29:12.008557] Sent record 66328
[2025-05-21 04:29:13.009314] Sent record 66329
[2025-05-21 04:29:14.010087] Sent record 66330
[2025-05-21 04:29:15.010878] Sent record 66333
[2025-05-21 04:29:16.011614] Sent record 66332
[2025-05-21 04:29:17.013521] Sent record 66331
[2025-05-21 04:29:18.014448] Sent record 66334
[2025-05-21 04:29:19.015499] Sent record 66335
[2025-05-21 04:29:20.016948] Sent record 66336
[2025-05-21 04:29:21.017932] Sent record 66338
[2025-05-21 04:29:22.018886] Sent record 66339
[2025-05-21 04:29:23.019603] Sent record 66340
[2025-05-21 04:29:24.020248] Sent record 66341
[2025-05-21 04:29:25.021025] Sent record 66337
[2025-05-21 04:29:26.021943] Sent record 66342
[2025-05-21 04:29:27.022811] Sent record 66343
[2025-05-21 04:29:28.023642] Sent record 66344
[2025-05-21 04:29:29.024461] Sent record 66345
[2025-05-21 04:29:30.025394] Sent record 66346
[2025-05-21 04:29:31.026063] Sent record 66347
[2025-05-21 04:29:32.027110] Sent record 66348
[2025-05-21 04:29:33.028077] Sent record 66349
[2025-05-21 04:29:34.028861] Sent record 66350
[2025-05-21 04:29:35.029768] Sent record 66351
[2025-05-21 04:29:36.030716] Sent record 66352
[2025-05-21 04:29:37.031551] Sent record 66355
[2025-05-21 04:29:38.032445] Sent record 66353
[2025-05-21 04:29:39.033108] Sent record 66354
[2025-05-21 04:29:40.034044] Sent record 66356
[2025-05-21 04:29:41.034818] Sent record 66357
[2025-05-21 04:29:42.035706] Sent record 66358
[2025-05-21 04:29:43.036591] Sent record 66359
[2025-05-21 04:29:44.037458] Sent record 66360
[2025-05-21 04:29:45.038469] Sent record 66361
[2025-05-21 04:29:46.039519] Sent record 66362
[2025-05-21 04:29:47.040327] Sent record 66363
[2025-05-21 04:29:48.041102] Sent record 66364
[2025-05-21 04:29:49.041967] Sent record 66365
[2025-05-21 04:29:50.042972] Sent record 66366
[2025-05-21 04:29:51.044322] Sent record 66371
[2025-05-21 04:29:52.045035] Sent record 66367
[2025-05-21 04:29:53.048270] Sent record 66368
[2025-05-21 04:29:54.049299] Sent record 66369
[2025-05-21 04:29:55.050282] Sent record 66370
[2025-05-21 04:29:56.050861] Sent record 66373
[2025-05-21 04:29:57.051585] Sent record 66372
[2025-05-21 04:29:58.052340] Sent record 66374
[2025-05-21 04:29:59.053278] Sent record 66376
[2025-05-21 04:30:00.053995] Sent record 66375
[2025-05-21 04:30:01.054972] Sent record 66377
[2025-05-21 04:30:02.055863] Sent record 66378
[2025-05-21 04:30:03.056592] Sent record 66379
[2025-05-21 04:30:04.057275] Sent record 66380
[2025-05-21 04:30:05.057988] Sent record 66381
[2025-05-21 04:30:06.058955] Sent record 66382
[2025-05-21 04:30:07.059707] Sent record 66383
[2025-05-21 04:30:08.060388] Sent record 66385
[2025-05-21 04:30:09.061206] Sent record 66386
[2025-05-21 04:30:10.064063] Sent record 66387
[2025-05-21 04:30:11.064814] Sent record 66384
[2025-05-21 04:30:12.065708] Sent record 66388
[2025-05-21 04:30:13.067040] Sent record 66389
[2025-05-21 04:30:14.067630] Sent record 66390
[2025-05-21 04:30:15.068381] Sent record 66391
[2025-05-21 04:30:16.069048] Sent record 66394
[2025-05-21 04:30:17.069861] Sent record 66393
[2025-05-21 04:30:18.070834] Sent record 66392
[2025-05-21 04:30:19.071549] Sent record 66395
[2025-05-21 04:30:20.072269] Sent record 66396
[2025-05-21 04:30:21.075413] Sent record 66397
[2025-05-21 04:30:22.076291] Sent record 66398
[2025-05-21 04:30:23.077088] Sent record 66399
[2025-05-21 04:30:24.077755] Sent record 66400
[2025-05-21 04:30:25.078594] Sent record 66401
[2025-05-21 04:30:26.079301] Sent record 66402
[2025-05-21 04:30:27.080073] Sent record 66403
[2025-05-21 04:30:28.081154] Sent record 66404
[2025-05-21 04:30:29.081712] Sent record 66405
[2025-05-21 04:30:30.082492] Sent record 66406
[2025-05-21 04:30:31.092490] Sent record 66407
[2025-05-21 04:30:32.093218] Sent record 66408
[2025-05-21 04:30:33.093972] Sent record 66409
[2025-05-21 04:30:34.094648] Sent record 66412
[2025-05-21 04:30:35.095424] Sent record 66410
[2025-05-21 04:30:36.096147] Sent record 66411
[2025-05-21 04:30:37.096963] Sent record 66414
[2025-05-21 04:30:38.097908] Sent record 66413
[2025-05-21 04:30:39.098981] Sent record 66415
[2025-05-21 04:30:40.099948] Sent record 66416
[2025-05-21 04:30:41.100671] Sent record 66418
[2025-05-21 04:30:42.102038] Sent record 66419
[2025-05-21 04:30:43.102889] Sent record 66417
[2025-05-21 04:30:44.103775] Sent record 66420
[2025-05-21 04:30:45.104572] Sent record 66421
[2025-05-21 04:30:46.105269] Sent record 66422
[2025-05-21 04:30:47.106101] Sent record 66423
[2025-05-21 04:30:48.107008] Sent record 66424
[2025-05-21 04:30:49.107769] Sent record 66425
[2025-05-21 04:30:50.108533] Sent record 66426
[2025-05-21 04:30:51.109272] Sent record 66427
[2025-05-21 04:30:52.110081] Sent record 66428
[2025-05-21 04:30:53.111053] Sent record 66429
[2025-05-21 04:30:54.112151] Sent record 66430
[2025-05-21 04:30:55.113117] Sent record 66432
[2025-05-21 04:30:56.114053] Sent record 66431
[2025-05-21 04:30:57.114852] Sent record 66433
[2025-05-21 04:30:58.115687] Sent record 66435
[2025-05-21 04:30:59.116370] Sent record 66436
[2025-05-21 04:31:00.117013] Sent record 66434
[2025-05-21 04:31:01.117810] Sent record 66437
[2025-05-21 04:31:02.118567] Sent record 66438
[2025-05-21 04:31:03.119316] Sent record 66439
[2025-05-21 04:31:04.120067] Sent record 66440
[2025-05-21 04:31:05.121055] Sent record 66441
[2025-05-21 04:31:06.121914] Sent record 66442
[2025-05-21 04:31:07.122683] Sent record 66443
[2025-05-21 04:31:08.123510] Sent record 66444
[2025-05-21 04:31:09.124483] Sent record 66445
[2025-05-21 04:31:10.125253] Sent record 66446
[2025-05-21 04:31:11.126037] Sent record 66447
[2025-05-21 04:31:12.126801] Sent record 66448
[2025-05-21 04:31:13.128676] Sent record 66449
[2025-05-21 04:31:14.129253] Sent record 66452
[2025-05-21 04:31:15.130041] Sent record 66453
[2025-05-21 04:31:16.130845] Sent record 66450
[2025-05-21 04:31:17.131598] Sent record 66451
[2025-05-21 04:31:18.132386] Sent record 66454
[2025-05-21 04:31:19.133494] Sent record 66455
[2025-05-21 04:31:20.134261] Sent record 66456
[2025-05-21 04:31:21.135009] Sent record 66457
[2025-05-21 04:31:22.135748] Sent record 66458
[2025-05-21 04:31:23.136454] Sent record 66463
[2025-05-21 04:31:24.137245] Sent record 66462
[2025-05-21 04:31:25.137968] Sent record 66461
[2025-05-21 04:31:26.138934] Sent record 66459
[2025-05-21 04:31:27.139957] Sent record 66460
[2025-05-21 04:31:28.140832] Sent record 66464
[2025-05-21 04:31:29.141665] Sent record 66465
[2025-05-21 04:31:30.142393] Sent record 66466
[2025-05-21 04:31:31.143112] Sent record 66467
[2025-05-21 04:31:32.143819] Sent record 66468
[2025-05-21 04:31:33.144948] Sent record 66471
[2025-05-21 04:31:34.145579] Sent record 66472
[2025-05-21 04:31:35.146415] Sent record 66469
[2025-05-21 04:31:36.147216] Sent record 66470
[2025-05-21 04:31:37.148007] Sent record 66473
[2025-05-21 04:31:38.148896] Sent record 66474
[2025-05-21 04:31:39.149814] Sent record 66475
[2025-05-21 04:31:40.150509] Sent record 66476
[2025-05-21 04:31:41.151511] Sent record 66477
[2025-05-21 04:31:42.152406] Sent record 66478
[2025-05-21 04:31:43.153046] Sent record 66479
[2025-05-21 04:31:44.153882] Sent record 66481
[2025-05-21 04:31:45.154783] Sent record 66480
[2025-05-21 04:31:46.155531] Sent record 66482
[2025-05-21 04:31:47.157699] Sent record 66483
[2025-05-21 04:31:48.158483] Sent record 66484
[2025-05-21 04:31:49.159238] Sent record 66485
[2025-05-21 04:31:50.160100] Sent record 66486
[2025-05-21 04:31:51.161071] Sent record 66487
[2025-05-21 04:31:52.161862] Sent record 66488
[2025-05-21 04:31:53.162480] Sent record 66489
[2025-05-21 04:31:54.163236] Sent record 66492
[2025-05-21 04:31:55.164022] Sent record 66493
[2025-05-21 04:31:56.164858] Sent record 66491
[2025-05-21 04:31:57.165660] Sent record 66490
[2025-05-21 04:31:58.166470] Sent record 66494
[2025-05-21 04:31:59.167218] Sent record 66495
[2025-05-21 04:32:00.167973] Sent record 66496
[2025-05-21 04:32:01.168945] Sent record 66497
[2025-05-21 04:32:02.170120] Sent record 66498
[2025-05-21 04:32:03.171047] Sent record 66499
[2025-05-21 04:32:04.171878] Sent record 66500
[2025-05-21 04:32:05.172744] Sent record 66501
[2025-05-21 04:32:06.173332] Sent record 66502
[2025-05-21 04:32:07.174249] Sent record 66503
[2025-05-21 04:32:08.175148] Sent record 66504
[2025-05-21 04:32:09.176030] Sent record 66505
[2025-05-21 04:32:10.177037] Sent record 66506
[2025-05-21 04:32:11.178087] Sent record 66507
[2025-05-21 04:32:12.178915] Sent record 66508
[2025-05-21 04:32:13.179699] Sent record 66509
[2025-05-21 04:32:14.180463] Sent record 66510
[2025-05-21 04:32:15.181229] Sent record 66512
[2025-05-21 04:32:16.182046] Sent record 66511
[2025-05-21 04:32:17.182859] Sent record 66513
[2025-05-21 04:32:18.183593] Sent record 66516
[2025-05-21 04:32:19.184393] Sent record 66514
[2025-05-21 04:32:20.185204] Sent record 66515
[2025-05-21 04:32:21.186037] Sent record 66517
[2025-05-21 04:32:22.186841] Sent record 66518
[2025-05-21 04:32:23.187614] Sent record 66519
[2025-05-21 04:32:24.188364] Sent record 66520
[2025-05-21 04:32:25.189178] Sent record 66521
[2025-05-21 04:32:26.190056] Sent record 66523
[2025-05-21 04:32:27.190833] Sent record 66522
[2025-05-21 04:32:28.191866] Sent record 66524
[2025-05-21 04:32:29.192560] Sent record 66525
[2025-05-21 04:32:30.193263] Sent record 66526
[2025-05-21 04:32:31.193960] Sent record 66527
[2025-05-21 04:32:32.194687] Sent record 66528
[2025-05-21 04:32:33.195546] Sent record 66529
[2025-05-21 04:32:34.196289] Sent record 66531
[2025-05-21 04:32:35.197097] Sent record 66530
[2025-05-21 04:32:36.197890] Sent record 66533
[2025-05-21 04:32:37.198563] Sent record 66532
[2025-05-21 04:32:38.199282] Sent record 66534
[2025-05-21 04:32:39.200097] Sent record 66535
[2025-05-21 04:32:40.200822] Sent record 66536
[2025-05-21 04:32:41.201676] Sent record 66537
[2025-05-21 04:32:42.202388] Sent record 66538
[2025-05-21 04:32:43.203144] Sent record 66539
[2025-05-21 04:32:44.203967] Sent record 66540
[2025-05-21 04:32:45.204668] Sent record 66541
[2025-05-21 04:32:46.205366] Sent record 66543
[2025-05-21 04:32:47.206359] Sent record 66542
[2025-05-21 04:32:48.207193] Sent record 66545
[2025-05-21 04:32:49.208192] Sent record 66546
[2025-05-21 04:32:50.208932] Sent record 66544
[2025-05-21 04:32:51.209724] Sent record 66547
[2025-05-21 04:32:52.210407] Sent record 66548
[2025-05-21 04:32:53.211160] Sent record 66549
[2025-05-21 04:32:54.211958] Sent record 66550
[2025-05-21 04:32:55.212717] Sent record 66551
[2025-05-21 04:32:56.213381] Sent record 66554
[2025-05-21 04:32:57.214145] Sent record 66553
[2025-05-21 04:32:58.215364] Sent record 66552
[2025-05-21 04:32:59.216194] Sent record 66555
[2025-05-21 04:33:00.216970] Sent record 66556
[2025-05-21 04:33:01.217746] Sent record 66557
[2025-05-21 04:33:02.218530] Sent record 66558
[2025-05-21 04:33:03.219362] Sent record 66559
[2025-05-21 04:33:04.220259] Sent record 66560
[2025-05-21 04:33:05.221060] Sent record 66561
[2025-05-21 04:33:06.221872] Sent record 66562
